customerid,actual_churn,predicted_churn,churn_probability,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,cltv,risk_segment,expected_monthly_revenue_at_risk,expected_annual_revenue_at_risk,retention_priority_score,priority_group
8717-VCTXJ,0,0,0.042215303,Male,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,5293,Low Risk,0.8253091655671597,9.903709986805916,223.44559659063816,Medium Priority
5196-SGOAK,1,1,0.80094755,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,4884,High Risk,60.6317293047905,727.580751657486,3911.8278193473816,Critical Priority
8739-XNIKG,0,1,0.8031157,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,4456,High Risk,67.46172094345093,809.5406513214111,3578.6836729049683,Critical Priority
2320-TZRRH,0,0,0.038546547,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,4700,Low Risk,0.751657672226429,9.019892066717148,181.16877228021622,Medium Priority
5186-SAMNZ,1,1,0.7828278,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,3273,High Risk,54.40653172135353,652.8783806562424,2562.195371568203,Critical Priority
5760-FXFVO,0,1,0.5466292,Male,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,4093,Medium Risk,43.15637458562851,517.8764950275422,2237.353276491165,Critical Priority
5380-WJKOV,1,0,0.14068769,Male,No,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,2941,Low Risk,14.962135744839905,179.54562893807886,413.76249389350414,Medium Priority
4703-MQYKT,0,0,0.02128022,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,4562,Low Risk,0.41709230765700345,5.005107691884041,97.08036262914538,Low Priority
2001-MCUUW,0,0,0.17456402,Male,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,4210,Low Risk,18.966380647569896,227.59656777083876,734.9145193397999,High Priority
4947-DSMXK,0,0,0.09344246,Male,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,5789,Low Risk,9.129328574985266,109.55194289982319,540.9384147450328,Medium Priority
0076-LVEPS,0,0,0.03801994,Male,No,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,3290,Low Risk,1.7108973115682602,20.530767738819122,125.08560344576836,Low Priority
5566-SOEZD,0,0,0.01799586,Male,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,5856,Low Risk,1.451366143487394,17.416393721848728,105.38375866413116,Low Priority
7408-OFWXJ,0,0,0.012840331,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,5762,Low Risk,1.1530616879463196,13.836740255355835,73.98598492145538,Low Priority
1097-FSPVW,0,0,0.12280483,Female,No,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,5387,Low Risk,6.699003366753459,80.38804040104151,661.5496083721519,Medium Priority
4412-YLTKF,1,0,0.12476901,Female,Yes,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,4638,Low Risk,9.738221203163265,116.85865443795919,578.6786667555571,Medium Priority
0420-TXVSG,0,0,0.038220968,Male,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,5933,Low Risk,2.5264059912413357,30.31687189489603,226.76500372216105,Medium Priority
7817-BOQPW,1,1,0.7431567,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,4320,High Risk,56.145486533641815,673.7458384037018,3210.4368209838867,Critical Priority
0963-ZBDRN,1,1,0.52266854,Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,3606,Medium Risk,50.28071359395981,603.3685631275177,1884.7427569627762,Critical Priority
9685-WKZGT,1,1,0.65665513,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,2075,Medium Risk,49.21630220115185,590.5956264138222,1362.559400498867,High Priority
2139-FQHLM,0,0,0.3414896,Male,No,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,3402,Low Risk,30.71699069440365,368.6038883328438,1161.747663617134,High Priority
5825-XJOCM,0,0,0.020277148,Male,No,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,2545,Low Risk,1.305848338454962,15.670180061459543,51.605341946706176,Low Priority
0004-TLHLJ,1,1,0.6622549,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,4479,Medium Risk,48.94063929319382,587.2876715183259,2966.2398294210434,Critical Priority
7529-ZDFXI,0,1,0.49464875,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,4429,Medium Risk,44.44419060051441,533.3302872061729,2190.7993341088295,Critical Priority
6848-YLDFR,0,0,0.01498437,Male,No,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,4559,Low Risk,1.126824639737606,13.521895676851273,68.31374378409237,Low Priority
5820-PTRYM,0,0,0.053435363,Female,Yes,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,4368,Low Risk,3.657650588825345,43.891807065904146,233.40566504001617,Medium Priority
2984-RGEYA,0,0,0.015468853,Female,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,5325,Low Risk,0.3055098387412727,3.6661180648952723,82.37164006568491,Low Priority
6434-TTGJP,0,0,0.017380256,Male,No,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,5671,Low Risk,0.9333197582513094,11.199837099015713,98.5634329430759,Low Priority
9643-AVVWI,0,0,0.29738826,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,4264,Low Risk,23.79106044769287,285.49272537231445,1268.06352186203,High Priority
3506-OVLKD,0,0,0.0390439,Male,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,4419,Low Risk,1.0229501701891421,12.275402042269706,172.5349924452603,Low Priority
4946-EDSEW,1,0,0.056256384,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,5638,Low Risk,1.0829353854060173,12.995224624872208,317.1734910607338,Medium Priority
2924-KHUVI,0,0,0.30438694,Male,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,4847,Low Risk,30.606107176840304,367.2732861220836,1475.3635155260563,High Priority
2263-SFSQZ,0,0,0.005854358,Male,No,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,5461,Low Risk,0.14606623123399912,1.7527947748079895,31.970648848451674,Low Priority
5281-BUZGT,1,1,0.47453094,Male,Yes,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,5692,Medium Risk,43.111135470867154,517.3336256504058,2701.030083656311,Critical Priority
3717-FDJFU,0,0,0.017136505,Male,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,3353,Low Risk,0.3504415246658027,4.205298295989632,57.45870084129274,Low Priority
2239-CFOUJ,0,0,0.08564286,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,4540,Low Risk,1.7471143305301664,20.965371966361996,388.8185814023018,Medium Priority
8699-ASUFO,1,1,0.65924346,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,4969,Medium Risk,49.047713756561286,588.5725650787355,3275.780774950981,Critical Priority
1122-YJBCS,0,0,0.059386935,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,6092,Low Risk,3.186109067313373,38.23330880776048,361.78520853817463,Medium Priority
0628-CNQRM,1,0,0.08740797,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,3378,Low Risk,5.900037903338671,70.80045484006405,295.2641190737486,Medium Priority
1705-GUHPV,0,0,0.0132722575,Female,No,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,4948,Low Risk,0.3211886320263147,3.8542635843157766,65.67113021761179,Low Priority
4877-TSOFF,0,0,0.012681686,Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,4489,Low Risk,0.9606377386953682,11.527652864344418,56.928089887835085,Low Priority
7404-JLKQG,0,0,0.43574825,Female,No,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,4099,Low Risk,25.077311746776104,300.92774096131325,1786.1320738494396,Critical Priority
0379-DJQHR,0,0,0.042351205,Male,No,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,4219,Low Risk,3.4452705187723036,41.34324622526764,178.67973348125815,Medium Priority
8993-PHFWD,1,1,0.53481174,Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,2088,Medium Risk,13.503996312618256,162.04795575141907,1116.686902999878,High Priority
3930-ZGWVE,0,0,0.3057658,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,2484,Low Risk,6.038874700665474,72.46649640798569,759.5222661495209,High Priority
1965-DDBWU,1,1,0.48313743,Male,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,5953,Medium Risk,43.023388031125066,516.2806563735007,2876.1171134114265,Critical Priority
7572-KPVKK,0,0,0.02690686,Male,No,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,5900,Low Risk,2.7996586924418807,33.59590430930257,158.75046886503696,Low Priority
6854-EXGSF,0,0,0.26600313,Female,No,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,3033,Low Risk,17.423205137252808,209.0784616470337,806.7874989509583,High Priority
9483-GCPWE,0,0,0.021813208,Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,3444,Low Risk,0.4384454855695367,5.26134582683444,75.12468916922808,Low Priority
8053-WWDRO,1,0,0.13998798,Female,No,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,5579,Low Risk,2.7297655194997787,32.757186233997345,780.9929145276546,High Priority
9473-CBZOP,0,0,0.056193084,Female,No,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,4891,Low Risk,3.315391927957535,39.78470313549042,274.84037151932716,Medium Priority
3985-HOYPM,0,0,0.032184076,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,4602,Low Risk,0.6243710659444331,7.492452791333198,148.11111574620008,Low Priority
8378-LKJAF,0,0,0.115885586,Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,3738,Low Risk,11.72182697802782,140.66192373633385,433.1803187727928,Medium Priority
1310-QRITU,0,0,0.40928847,Female,No,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,5877,Low Risk,20.587209838628766,247.0465180635452,2405.3883145451546,Critical Priority
3237-AJGEH,1,0,0.2356282,Female,No,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,5122,Low Risk,7.304474279284477,87.65369135141373,1206.8876534998417,High Priority
6542-LWGXJ,0,1,0.49925274,Male,No,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,2730,Medium Risk,12.481318414211273,149.77582097053528,1362.959970831871,High Priority
6953-PBDIN,0,0,0.04066222,Male,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,6466,Low Risk,2.966309066489339,35.595708797872064,262.92192493379116,Medium Priority
6332-FBZRI,0,0,0.010426728,Male,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,4653.25,5589,Low Risk,0.723093590606004,8.677123087272047,58.274983098730445,Low Priority
9365-CSLBQ,0,0,0.0044034836,Male,No,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,4155,Low Risk,0.10722482537385077,1.2866979044862092,18.29647430917248,Low Priority
3466-WAESX,0,0,0.17234735,Male,No,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,5172,Low Risk,11.909202016890047,142.91042420268056,891.3805040717125,High Priority
9700-ISPUP,0,0,0.12882264,Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,3137,Low Risk,8.437882892787457,101.25459471344948,404.1166203767061,Medium Priority
5167-ZFFMM,1,1,0.8520291,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,3424,High Risk,77.40684238672256,928.8821086406707,2917.347587585449,Critical Priority
7669-LCRSD,0,0,0.10715959,Male,No,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,2047,Low Risk,6.033085041493177,72.39702049791812,219.35568525642157,Medium Priority
0870-VEMYL,1,0,0.17096478,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,5435,Low Risk,9.206453266739846,110.47743920087815,929.1935655474663,High Priority
2995-UPRYS,1,0,0.2384916,Female,Yes,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,5098,Low Risk,23.658366203308105,283.90039443969727,1215.8301502466202,High Priority
3179-GBRWV,0,0,0.20281962,Male,Yes,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,4604,Low Risk,13.17313403338194,158.07760840058327,933.7815102338791,High Priority
0701-TJSEF,0,0,0.18621515,Male,No,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,4366,Low Risk,12.709183808416128,152.51020570099354,813.0153334438801,High Priority
1848-LBZHY,0,0,0.2786849,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,2547,Low Risk,14.01785117983818,168.21421415805816,709.8104762434959,Medium Priority
5380-XPJNZ,0,0,0.032184076,Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,4539,Low Risk,0.6452907150611281,7.743488580733537,146.08351898565888,Low Priority
6608-QQLVK,1,1,0.6625236,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,2077,Medium Risk,33.45744317770004,401.4893181324005,1376.0615738630295,High Priority
1475-VWVDO,0,1,0.6331019,Male,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,5335,Medium Risk,47.419330853223805,569.0319702386856,3377.5985327363014,Critical Priority
3721-CNEYS,1,1,0.68586296,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,5390,Medium Risk,48.66197690069676,583.9437228083611,3696.8013459444046,Critical Priority
4299-OPXEJ,0,0,0.02148827,Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,5764,Low Risk,0.42009567441418766,5.041148092970252,123.85838707536459,Low Priority
0096-BXERS,0,1,0.4892459,Female,No,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,3442,Medium Risk,24.633530640602114,295.60236768722535,1683.9843587875366,High Priority
3055-VTCGS,0,0,0.061711237,Female,No,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,3503.5,6312,Low Risk,3.6131929166615007,43.35831499993801,389.5213268995285,Medium Priority
9405-GPBBG,0,0,0.12344998,Female,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,5718,Low Risk,13.641222923994064,163.69467508792877,705.8869925737381,Medium Priority
6704-UTUKK,0,0,0.42036363,Male,No,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,1332.4,5074,Low Risk,19.29469083845615,231.53629006147384,2132.9250831007957,Critical Priority
9944-AEXBM,0,1,0.46303266,Male,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,2383,Medium Risk,39.658747574687006,475.9049708962441,1103.406835615635,High Priority
2545-EBUPK,0,1,0.81266737,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,5039,High Risk,68.30469243526458,819.656309223175,4095.030876636505,Critical Priority
6270-OMFIW,1,0,0.234355,Male,No,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,4990,Low Risk,22.12311224937439,265.4773469924927,1169.4314631819725,High Priority
1852-XEMDW,0,0,0.15618034,Male,No,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,4709,Low Risk,10.15953092649579,121.91437111794949,735.453207269311,High Priority
8158-WPEZG,0,0,0.36806566,Male,No,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,425.1,4986,Low Risk,13.121540609002112,157.45848730802535,1835.1753569841385,Critical Priority
5198-EFNBM,0,0,0.20191222,Male,Yes,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,5636,Low Risk,18.303343132138252,219.64011758565903,1137.977296113968,High Priority
7663-RGWBC,1,1,0.6016243,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,4773,Medium Risk,26.561713287234305,318.74055944681163,2871.552831709385,Critical Priority
3970-XGJDU,0,0,0.016917443,Female,No,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,4937,Low Risk,0.3248149037361145,3.8977788448333737,83.52141561172903,Low Priority
6845-RGTYS,1,1,0.471748,Female,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,4622,Medium Risk,46.58511444926262,559.0213733911514,2180.419230222702,Critical Priority
